scientific_name,common_name,status,kingdom,class,act,nsw,nt,qld,sa,tas,vic,wa,group
Litoria kroombitensis,Kroombit Treefrog,Critically Endangered,Animalia,Amphibia,0,0,0,1,0,0,0,0,Frogs
Litoria littlejohni,"Northern Heath Frog, Littlejohn's Tree Frog",Endangered,Animalia,Amphibia,0,1,0,0,0,0,0,0,Frogs
Litoria lorica,Armoured Mist Frog,Critically Endangered,Animalia,Amphibia,0,0,0,1,0,0,0,0,Frogs
Litoria myola,Kuranda Tree Frog,Critically Endangered,Animalia,Amphibia,0,0,0,1,0,0,0,0,Frogs
Litoria nyakalensis,"Mountain Mist Frog, Nyakala Frog",Critically Endangered,Animalia,Amphibia,0,0,0,1,0,0,0,0,Frogs
Litoria olongburensis,Wallum Sedge Frog,Vulnerable,Animalia,Amphibia,0,1,0,1,0,0,0,0,Frogs
Litoria piperata,Peppered Tree Frog,Vulnerable,Animalia,Amphibia,0,1,0,0,0,0,0,0,Frogs
Litoria raniformis,"Southern Bell Frog, Growling Grass Frog, Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Vulnerable,Animalia,Amphibia,1,1,0,0,1,1,1,0,Frogs
Litoria spenceri,Spotted Tree Frog,Critically Endangered,Animalia,Amphibia,0,1,0,0,0,0,1,0,Frogs
Litoria subglandulosa,"New England Tree Frog, Glandular Frog",Vulnerable,Animalia,Amphibia,0,1,0,1,0,0,0,0,Frogs
Litoria verreauxii alpina,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",Vulnerable,Animalia,Amphibia,1,1,0,0,0,0,1,0,Frogs
Litoria watsoni,"Southern Heath Frog, Watson's Tree Frog",Endangered,Animalia,Amphibia,0,1,0,0,0,0,1,0,Frogs
Livistona lanuginosa,Waxy Cabbage Palm,Vulnerable,Plantae,Liliopsida,0,0,0,1,0,0,0,0,Plants
Livistona mariae subsp. mariae,"Central Australian Cabbage Palm, Red Cabbage Palm",Endangered,Plantae,Liliopsida,0,0,1,0,0,0,0,0,Plants
Lobelia claviflora,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Lobelia gelida,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Logania diffusa,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Logania insularis,Kangaroo Island Logania,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Lomatia tasmanica,King's Lomatia,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Lophochroa leadbeateri leadbeateri,"Major Mitchell's Cockatoo (eastern), Eastern Major Mitchell's Cockatoo, Pink Cockatoo (eastern)",Endangered,Animalia,Aves,0,1,0,1,1,0,1,0,Birds
Lordhowea pilosicrista,Tall Yellow-top,Endangered,Plantae,Magnoliopsida,0,0,0,0,1,0,1,0,Plants
Lucasium occultum,"Yellow-snouted Gecko, Yellow-snouted Ground Gecko",Endangered,Animalia,Reptilia,0,0,1,0,0,0,0,0,Reptiles
Lychnothamnus barbatus,a green alga,Endangered,Plantae,Streptophyta (no class),0,0,0,1,0,0,0,0,Plants
Lysiosepalum abollatum,Woolly Lysiosepalum,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Macadamia integrifolia,"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Macadamia jansenii,"Bulberin Nut, Bulburin Nut Tree",Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Macadamia ternifolia,"Small-fruited Queensland Nut, Gympie Nut",Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Macadamia tetraphylla,"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Macarthuria keigheryi,Keighery's Macarthuria,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Maccullochella ikei,"Clarence River Cod, Eastern Freshwater Cod",Endangered,Animalia,Actinopterygii,0,1,0,0,0,0,0,0,Fish
Maccullochella macquariensis,Trout Cod,Endangered,Animalia,Actinopterygii,1,1,0,0,1,0,1,0,Fish
Maccullochella mariensis,Mary River Cod,Endangered,Animalia,Actinopterygii,0,0,0,1,0,0,0,0,Fish
Maccullochella peelii,Murray Cod,Vulnerable,Animalia,Actinopterygii,1,1,0,1,1,0,1,0,Fish
Macquaria australasica,Macquarie Perch,Endangered,Animalia,Actinopterygii,1,1,0,0,1,0,1,0,Fish
Macroderma gigas,Ghost Bat,Vulnerable,Animalia,Mammalia,0,0,1,1,1,0,0,1,Mammals
Macronectes giganteus,"Southern Giant-Petrel, Southern Giant Petrel",Endangered,Animalia,Aves,0,1,0,1,1,1,1,1,Birds
Macronectes halli,Northern Giant Petrel,Vulnerable,Animalia,Aves,0,1,0,1,1,1,1,1,Birds
Macropteranthes montana,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Macrotis lagotis,Greater Bilby,Vulnerable,Animalia,Mammalia,0,1,1,1,1,0,0,1,Mammals
Macrozamia conferta,-,Vulnerable,Plantae,Cycadatae,0,0,0,1,0,0,0,0,Plants
Macrozamia cranei,-,Endangered,Plantae,Cycadatae,0,0,0,1,0,0,0,0,Plants
Macrozamia johnsonii,-,Endangered,Plantae,Cycadatae,0,1,0,0,0,0,0,0,Plants
Macrozamia lomandroides,cycad,Endangered,Plantae,Cycadatae,0,0,0,1,0,0,0,0,Plants
Macrozamia macdonnellii,MacDonnell Ranges Cycad,Vulnerable,Plantae,Cycadatae,0,0,1,0,0,0,0,0,Plants
Macrozamia machinii,-,Vulnerable,Plantae,Cycadatae,0,0,0,1,0,0,0,0,Plants
Macrozamia occidua,-,Vulnerable,Plantae,Cycadatae,0,0,0,1,0,0,0,0,Plants
Macrozamia parcifolia,-,Vulnerable,Plantae,Cycadatae,0,0,0,1,0,0,0,0,Plants
Macrozamia pauli-guilielmi,Pineapple Zamia,Endangered,Plantae,Cycadatae,0,0,0,1,0,0,0,0,Plants
Macrozamia platyrhachis,cycad,Endangered,Plantae,Cycadatae,0,0,0,1,0,0,0,0,Plants
Maireana cheelii,Chariot Wheels,Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,1,0,Plants
Malurus coronatus coronatus,Purple-crowned Fairy-wren (western),Endangered,Animalia,Aves,0,0,1,0,0,0,0,1,Birds
Malurus leucopterus edouardi,"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",Vulnerable,Animalia,Aves,0,0,0,0,0,0,0,1,Birds
Malurus leucopterus leucopterus,"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",Vulnerable,Animalia,Aves,0,0,0,0,0,0,0,1,Birds
Manorina melanotis,Black-eared Miner,Endangered,Animalia,Aves,0,1,0,0,1,0,1,0,Birds
Marattia salicina,"King Fern, Para, Potato Fern",Endangered,Plantae,Polypodiatae,0,0,0,0,0,0,0,0,Plants
Marginaster littoralis,Derwent River Seastar,Critically Endangered,Animalia,Asteroidea,0,0,0,0,0,1,0,0,Other
Marianthus paralius,-,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Marsdenia brevifolia,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Marsdenia longiloba,Clear Milkvine,Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Marsdenia paludicola,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Endangered,Animalia,Mammalia,1,1,0,0,1,0,1,0,Mammals
Mathewsoconcha grayi ms,Gray's Helicarionid Land Snail,Critically Endangered,Animalia,Gastropoda,0,0,0,0,0,0,0,0,Invertebrates
Mathewsoconcha phillipii,Phillip Island Helicarionid Land Snail,Critically Endangered,Animalia,Gastropoda,0,0,0,0,0,0,0,0,Invertebrates
Mathewsoconcha suteri,Suter's Striped Glass-snail,Critically Endangered,Animalia,Gastropoda,0,0,0,0,0,0,0,0,Invertebrates
Medicosma elliptica,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Medicosma obovata,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Megascolides australis,Giant Gippsland Earthworm,Vulnerable,Animalia,Oligochaeta,0,0,0,0,0,0,1,0,Other
Melaleuca biconvexa,Biconvex Paperbark,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Melaleuca deanei,Deane's Melaleuca,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Melaleuca kunzeoides,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Melaleuca sciotostyla,Wongan Melaleuca,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Melaleuca sp. Wanneroo (G.J.Keighery 16705),-,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Melanodryas cucullata cucullata,"South-eastern Hooded Robin, Hooded Robin (south-eastern)",Endangered,Animalia,Aves,1,1,0,1,1,0,1,0,Birds
Melanodryas cucullata melvillensis,"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",Critically Endangered,Animalia,Aves,0,0,1,0,0,0,0,0,Birds
Melanotaenia eachamensis,Lake Eacham Rainbowfish,Endangered,Animalia,Actinopterygii,0,0,0,1,0,0,0,0,Fish
Melanotaenia sp. nov. 'Malanda',Malanda Rainbowfish,Critically Endangered,Animalia,Actinopterygii,0,0,0,1,0,0,0,0,Fish
Melanotaenia sp. nov. 'Running River',Running River Rainbowfish,Critically Endangered,Animalia,Actinopterygii,0,0,0,1,0,0,0,0,Fish
Melichrus gibberagee,Narrow-leaf Melichrus,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Melichrus sp. Newfoundland State Forest (P.Gilmour 7852),Hairy Melichrus,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Melicope littoralis,Shade Tree,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Melicytus latifolius,Norfolk Island Mahoe,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Melicytus ramiflorus subsp. oblongifolius,"Whiteywood, a tree",Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Melithreptus brevirostris magnirostris,Kangaroo Island Brown-headed Honeyeater,Endangered,Animalia,Aves,0,0,0,0,1,0,0,0,Birds
Meridolum maryae,"Maroubra Woodland Snail, Maroubra Land Snail",Endangered,Animalia,Gastropoda,0,1,0,0,0,0,0,0,Invertebrates
Meryta angustifolia,Narrow-leaved Meryta,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Meryta latifolia,"Shade Tree, Broad-leaved Meryta",Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Mesembriomys gouldii gouldii,"Black-footed Tree-rat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",Endangered,Animalia,Mammalia,0,0,1,0,0,0,0,1,Mammals
Mesembriomys gouldii melvillensis,Black-footed Tree-rat (Melville Island),Vulnerable,Animalia,Mammalia,0,0,1,0,0,0,0,0,Mammals
Mesembriomys gouldii rattoides,"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",Vulnerable,Animalia,Mammalia,0,0,0,1,0,0,0,0,Mammals
Mesodontrachia fitzroyana,Fitzroy Land Snail,Endangered,Animalia,Gastropoda,0,0,1,0,0,0,0,0,Invertebrates
Microcarpaea agonis,-,Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Microcorys eremophiloides,Wongan Microcorys,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Microlepidium alatum,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Micromyrtus blakelyi,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Micromyrtus grandis,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Micromyrtus minutiflora,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Micropathus kiernani,"Francistown Cave Cricket, Southern sandstone cave cricket",Critically Endangered,Animalia,Insecta,0,0,0,0,0,1,0,0,Invertebrates
Microtis angusii,Angus's Onion Orchid,Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Microtis globula,South-Coast Mignonette Orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Milyeringa justitia,Barrow Cave Gudgeon,Endangered,Animalia,Actinopterygii,0,0,0,0,0,0,0,1,Fish
Milyeringa veritas,"Cape Range Cave Gudgeon, Blind Gudgeon",Vulnerable,Animalia,Actinopterygii,0,0,0,0,0,0,0,1,Fish
Miniopterus orianae bassanii,Southern Bent-wing Bat,Critically Endangered,Animalia,Mammalia,0,0,0,0,1,0,1,0,Mammals
Minuria tridens,Minnie Daisy,Vulnerable,Plantae,Magnoliopsida,0,0,1,0,0,0,0,1,Plants
Mirafra javanica melvillensis,Horsfield's Bushlark (Tiwi Islands),Vulnerable,Animalia,Aves,0,0,1,0,0,0,0,0,Birds
Mirounga leonina,Southern Elephant Seal,Vulnerable,Animalia,Mammalia,0,0,0,0,1,1,0,0,Mammals
Mitrantia bilocularis,-,Critically Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Mitrella tiwiensis,a vine,Vulnerable,Plantae,Magnoliopsida,0,0,1,0,0,0,0,0,Plants
Mixophyes balbus,"Stuttering Frog, Southern Barred Frog (in Victoria)",Vulnerable,Animalia,Amphibia,0,1,0,1,0,0,1,0,Frogs
Mixophyes fleayi,Fleay's Frog,Endangered,Animalia,Amphibia,0,1,0,1,0,0,0,0,Frogs
Mixophyes iteratus,"Giant Barred Frog, Southern Barred Frog",Vulnerable,Animalia,Amphibia,0,1,0,1,0,0,0,0,Frogs
Moggridgea rainbowi,Kangaroo Island Micro-trapdoor Spider,Endangered,Animalia,Arachnida,0,0,0,0,1,0,0,0,Invertebrates
Mogurnda adspersa (Murray-Darling Basin population),Southern Purple Spotted Gudgeon (Murray-Darling Basin population),Endangered,Animalia,Actinopterygii,0,1,0,1,1,0,1,0,Fish
Mogurnda clivicola,"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",Vulnerable,Animalia,Actinopterygii,0,0,0,1,1,0,0,0,Fish
Mogurnda thermophila,"Dalhousie Mogurnda, Dalhousie Purple-spotted Gudgeon",Critically Endangered,Animalia,Actinopterygii,0,0,0,0,1,0,0,0,Fish
Monotoca rotundifolia,Trailing Monotoca,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,1,0,Plants
Mordacia praecox,"Non-parasitic Lamprey, Precocious Lamprey",Endangered,Animalia,Cephalaspidomorphi,0,1,0,1,0,0,1,0,Other
Muehlenbeckia australis,"Shrubby Creeper, Pohuehue",Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Muehlenbeckia tuggeranong,Tuggeranong Lignum,Endangered,Plantae,Magnoliopsida,1,0,0,0,0,0,0,0,Plants
Myoporum cordifolium,Jerramungup Myoporum,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Myoporum obscurum,"Popwood, Sandalwood",Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Myriophyllum coronatum,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Myriophyllum lapidicola,Chiddarcooping Myriophyllum,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Myriophyllum porcatum,Ridged Water-milfoil,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Myrmecobius fasciatus,Numbat,Endangered,Animalia,Mammalia,0,1,1,0,1,0,0,1,Mammals
Myrmecodia beccarii,Ant Plant,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Myrsine ralstoniae,Beech,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Myrsine richmondensis,"Purple-leaf Muttonwood, Lismore Muttonwood",Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Mystivagor mastersi,Masters' Charopid Land Snail,Critically Endangered,Animalia,Gastropoda,0,1,0,0,0,0,0,0,Invertebrates
Myuchelys belli,Western Sawshelled Turtle,Endangered,Animalia,Reptilia,0,1,0,1,0,0,0,0,Reptiles
Myuchelys purvisi,Purvis' Turtle,Endangered,Animalia,Reptilia,0,1,0,0,0,0,0,0,Reptiles
Nangura spinosa,Nangur Spiny Skink,Critically Endangered,Animalia,Reptilia,0,0,0,1,0,0,0,0,Reptiles
Nannatherina balstoni,Balston's Pygmy Perch,Vulnerable,Animalia,Actinopterygii,0,0,0,0,0,0,0,1,Fish
Nannoperca australis Murray-Darling Basin lineage,Southern Pygmy Perch (Murray-Darling Basin lineage),Vulnerable,Animalia,Actinopterygii,0,1,0,0,1,0,1,0,Fish
Nannoperca obscura,Yarra Pygmy Perch,Endangered,Animalia,Actinopterygii,0,0,0,0,1,0,1,0,Fish
Nannoperca oxleyana,Oxleyan Pygmy Perch,Endangered,Animalia,Actinopterygii,0,1,0,1,0,0,0,0,Fish
Nannoperca pygmaea,Little Pygmy Perch,Endangered,Animalia,Actinopterygii,0,0,0,0,0,0,0,1,Fish
Nannoperca variegata,"Variegated Pygmy Perch, Ewens Pygmy Perch, Golden Pygmy Perch",Vulnerable,Animalia,Actinopterygii,0,0,0,0,1,0,1,0,Fish
Natator depressus,Flatback Turtle,Vulnerable,Animalia,Reptilia,0,1,1,1,0,0,0,1,Reptiles
Neisosperma kilneri,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Nematoceras dienemum,Windswept Helmet-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Nematolepis frondosa,Leafy Nematolepis,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Nematolepis rhytidophylla,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Nematolepis squamea subsp. coriacea,Harsh Nematolepis,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Nematolepis wilsonii,Shiny Nematolepis,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Neoastelia spectabilis,-,Vulnerable,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Neoceratodus forsteri,"Australian Lungfish, Queensland Lungfish",Vulnerable,Animalia,Sarcopterygii,0,0,0,1,0,0,0,0,Other
Neochmia ruficauda ruficauda,"Star Finch (eastern), Star Finch (southern)",Endangered,Animalia,Aves,0,1,0,1,0,0,0,0,Birds
Neopasiphae simplicior,A native bee,Critically Endangered,Animalia,Insecta,0,0,0,0,0,0,0,1,Invertebrates
Neophema chrysogaster,Orange-bellied Parrot,Critically Endangered,Animalia,Aves,0,1,0,0,1,1,1,0,Birds
Neophema chrysostoma,Blue-winged Parrot,Vulnerable,Animalia,Aves,1,1,1,1,1,1,1,0,Birds
Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",Endangered,Animalia,Mammalia,0,0,0,0,1,0,1,1,Mammals
Neoroepera buxifolia,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Neosilurus gloveri,Dalhousie Catfish,Critically Endangered,Animalia,Actinopterygii,0,0,0,0,1,0,0,0,Fish
Nereia lophocladia,marine brown alga,Endangered,Plantae,Phaeophyceae,0,1,0,0,0,1,1,0,Plants
Nesoptilotis leucotis thomasi,Kangaroo Island White-eared Honeyeater,Endangered,Animalia,Aves,0,0,0,0,1,0,0,0,Birds
Newcastelia velutina,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Ninox natalis,"Christmas Island Hawk-Owl, Christmas Boobook",Vulnerable,Animalia,Aves,0,0,0,0,0,0,0,0,Birds
Ninox novaeseelandiae undulata,"Norfolk Island Boobook, Norfolk Island Morepork, Southern Boobook (Norfolk Island)",Endangered,Animalia,Aves,0,0,0,0,0,0,0,0,Birds
Nitella parooensis,a green alga,Critically Endangered,Plantae,Streptophyta (no class),0,1,0,0,0,0,0,0,Plants
Notamacropus parma,Parma Wallaby,Vulnerable,Animalia,Mammalia,0,1,0,0,0,0,0,0,Mammals
Notechis scutatus ater,Krefft's Tiger Snake (Flinders Ranges),Vulnerable,Animalia,Reptilia,0,0,0,0,1,0,0,0,Reptiles
Notelaea ipsviciensis,Cooneana Olive,Critically Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Notelaea lloydii,Lloyd's Olive,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Notomys aquilo,"Northern Hopping-mouse, Woorrentinta",Endangered,Animalia,Mammalia,0,0,1,1,0,0,0,0,Mammals
Notomys fuscus,"Dusky Hopping-mouse, Wilkiniti",Vulnerable,Animalia,Mammalia,0,1,1,1,1,0,0,0,Mammals
Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",Critically Endangered,Animalia,Aves,0,1,1,1,1,1,1,1,Birds
Nyctophilopython oenpelliensis,"Nawaran, Oenpelli Python, Oenpelli Rock Python",Vulnerable,Animalia,Reptilia,0,0,1,0,0,0,0,0,Reptiles
Nyctophilus corbeni,"Corben's Long-eared Bat, South-eastern Long-eared Bat",Vulnerable,Animalia,Mammalia,0,1,0,1,1,0,1,0,Mammals
Oberonia attenuata,Mossman Fairy Orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,1,0,0,0,0,Plants
Ochrosia moorei,Southern Ochrosia,Endangered,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Oedura lineata,Arcadia Velvet Gecko,Critically Endangered,Animalia,Reptilia,0,0,0,1,0,0,0,0,Reptiles
Ogyris subterrestris petrina,Arid Bronze Azure,Critically Endangered,Animalia,Insecta,0,0,0,0,0,0,0,1,Invertebrates
Olax angulata,Minnie Waters Olax,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Olearia arckaringensis,Arckaringa Daisy,Endangered,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Olearia astroloba,Marble Daisy-bush,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Olearia cordata,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Olearia flocktoniae,Dorrigo Daisy-bush,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Olearia hygrophila,"Swamp Daisy, Water Daisy",Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Olearia macdonnellensis,-,Vulnerable,Plantae,Magnoliopsida,0,0,1,0,0,0,0,0,Plants
Olearia microdisca,Small-flowered Daisy-bush,Endangered,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Olearia pannosa subsp. pannosa,"Silver Daisy-bush, Silver-leaved Daisy, Velvet Daisy-bush",Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Olearia rugosa subsp. distalilobata,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,1,0,Plants
Oligosoma lichenigerum,"Lord Howe and Norfolk Islands Skink, Lord Howe Island Skink",Vulnerable,Animalia,Reptilia,0,1,0,0,0,0,0,0,Reptiles
Omphalea celata,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Onychogalea fraenata,"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,Animalia,Mammalia,0,1,0,1,1,0,1,0,Mammals
Ophidiocephalus taeniatus,Bronzeback Snake-lizard,Vulnerable,Animalia,Reptilia,0,0,1,0,1,0,0,0,Reptiles
Ophisternon candidum,Blind Cave Eel,Vulnerable,Animalia,Actinopterygii,0,0,0,0,0,0,0,1,Fish
Orcaella heinsohni,Australian Snubfin  Dolphin,Vulnerable,Animalia,Mammalia,0,0,1,1,0,0,0,1,Mammals
Ordtrachia septentrionalis,Rosewood Keeled Snail,Critically Endangered,Animalia,Gastropoda,0,0,1,0,0,0,0,1,Invertebrates
Oreisplanus munionga larana,"Marrawah Skipper, Alpine Sedge Skipper, Alpine Skipper",Vulnerable,Animalia,Insecta,0,0,0,0,0,1,0,0,Invertebrates
Oreixenica ptunarra,"Ptunarra Brown, Ptunarra Brown Butterfly, Ptunarra Xenica",Endangered,Animalia,Insecta,0,0,0,0,0,1,0,0,Invertebrates
Oreogrammitis reinwardtii,-,Vulnerable,Plantae,Polypodiatae,0,0,0,1,0,0,0,0,Plants
Ornduffia calthifolia,Mountain Villarsia,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Orraya occultus,"Long-necked Northern Leaf-tailed Gecko, McIlwraith Leaf-tailed Gecko",Critically Endangered,Animalia,Reptilia,0,0,0,1,0,0,0,0,Reptiles
Osphranter robustus isabellinus,"Barrow Island Wallaroo, Barrow Island Euro",Vulnerable,Animalia,Mammalia,0,0,0,0,0,0,0,1,Mammals
Owenia cepiodora,"Onionwood, Bog Onion, Onion Cedar",Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Ozothamnus eriocephalus,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Ozothamnus reflexifolius,Reflexed Everlasting,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Ozothamnus tesselatus,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Ozothamnus vagans,Wollumbin Dogwood,Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Pachycephala pectoralis xanthoprocta,Golden Whistler (Norfolk Island),Vulnerable,Animalia,Aves,0,0,0,0,0,0,0,0,Birds
Pachycephala rufogularis,Red-lored Whistler,Vulnerable,Animalia,Aves,0,1,0,0,1,0,1,0,Birds
Pachyptila turtur subantarctica,Fairy Prion (southern),Vulnerable,Animalia,Aves,0,1,0,1,1,1,1,1,Birds
Pandanus spiralis var. flammeus,Edgar Range Pandanus,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Papasula abbotti,Abbott's Booby,Endangered,Animalia,Aves,0,0,0,0,0,0,0,0,Birds
Paracaleana dixonii,Sandplain Duck Orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Paragalaxias dissimilis,Shannon Paragalaxias,Vulnerable,Animalia,Actinopterygii,0,0,0,0,0,1,0,0,Fish
Paragalaxias eleotroides,Great Lake Paragalaxias,Vulnerable,Animalia,Actinopterygii,0,0,0,0,0,1,0,0,Fish
Paragalaxias mesotes,Arthurs Paragalaxias,Endangered,Animalia,Actinopterygii,0,0,0,0,0,1,0,0,Fish
Paragoodia crenulata,-,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Paralucia pyrodiscus lucida,Eltham Copper Butterfly,Endangered,Animalia,Insecta,0,0,0,0,0,0,1,0,Invertebrates
